Brand,Product Title,Price,Rating,Seller Rating,Ship on Time Score,URL Link,No.of Questions,Specifications
VGOTEL,VGOTEL NEW12 - 2GB+1GB RAM 64GB ROM -,16299,5.0,78.0,0.0,https://www.daraz.pk/products/aquos-r5g-256gb-storage-12gb-ram-snapdragon-865-official-pta-approved-gaming-phone-5g-supported-i396099369-s1921283880.html?search=1,32,"General FeaturesRelease Date2023-06-20SIM SupportDual SimPhone Dimensions164.5 x 76 x 9.1mmPhone WeightN/AOperating SystemAndroid 12 (Go Edition)DisplayScreen Size6.52 inchesScreen Resolution720 ×1600 PixelsScreen TypeHD+ IPS (Drop Notch)Screen ProtectionNoMemoryInternal Memory64 GBRAM2 GB RAM + 1 GB ExtendedCard SlotSupports up to 128GBPerformanceProcessorQuad-Core 2.0GHz, 12nmGPUGE8300BatteryType5000 mAhCameraFront Camera5 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera13 MP Dual AI CameraBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo"
VIVO,VIVO S1 6-128 PTA APPROVED WITH ALL ACCESSORIES,34899,5.0,89.0,47.0,https://www.daraz.pk/products/30-8gb-256gb-108mp-5000mah-i437993832-s2118719724.html?search=1,41,VIVO S16/128PTA APPROVEDAMOLED DISPLAYON DISPLAY FINGERPRINTWITH ORIGINAL CHARGER6.28 ULTRA THIN DISPLAY
Realme,"Realme C35 , 4GB RAM 128GB ROM ,",37999,5.0,85.0,77.0,https://www.daraz.pk/products/samsung-a54-5g-64-inch-display-8gb-ram-i428866152-s2045902288.html?search=1,32,"General FeaturesRelease Date2022-05-18SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.4 x 75.6 x 8.1 mmPhone Weight189 gOperating SystemAndroid 11DisplayScreen Size6.6 inchesScreen Resolution1080 x 2408 pixelsScreen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory128 GBRAM4 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorUnisoc T616 ProcessorGPUARM Mali-G57"
Vgotel,"Vgotel New 12 - 6.5"" Inch Display -",16399,5.0,87.0,18.0,https://www.daraz.pk/products/30-8gb-256gb-108mp-5000mah-i428906412-s2045841922.html?search=1,131,1 Year Brand Warranty
Fujitsu,Fujitsu Arrows F51A official PTA,52000,1.0,94.0,63.0,https://www.daraz.pk/products/8gb-s23-256gb-50-mp-5000mah-i433867236-s2081681216.html?search=1,128,Fujitsu Arrows F51A official Pta8/128 single sim only
ZTE,ZTE A53 PRO - 4GB RAM 64GB ROM,20799,4.9,94.0,63.0,https://www.daraz.pk/products/2023-4gb-64gb-13-mp-5000mah-i432435083-s2081245640.html?search=1,128,PTA Approved
Samsung,Samsung Galaxy A14 - 6GB ROM 128 GB,57499,4.4,93.0,71.0,https://www.daraz.pk/products/5g-a73-8gb-1-fhd-256-hz-108mp-32mp-1-i351028152-s1782370904.html?search=1,150,PTA Approved
Apple,"Apple iPhone 14 Pro Max - 6.7"" Inch",257990,0.0,91.0,75.0,https://www.daraz.pk/products/5-8gb-256gb-68-5000mah-i437882538-s2118220571.html?search=1,104,1 Year International Warranty
Itel,"Itel S23 , 8GB RAM 256GB ROM ,",32999,0.0,91.0,75.0,https://www.daraz.pk/products/13t-12gb-1-000-gb-i433848108-s2081658073.html?search=1,26,"BuildOSAndroid 12 OS UIitel OS 8.6 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsMystery White Starry Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Samsung,Samsung Galaxy 34 5G - 8GB - 256GB,109999,4.4,94.0,63.0,https://www.daraz.pk/products/4gb-c33-64gb-50mp-5000mah-i432451761-s2064642431.html?search=1,97,PTA Approved
Redmi,Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,27999,5.0,85.0,77.0,https://www.daraz.pk/products/infinix-note-30-pro-667-inch-display-8gb-8gb-ram-256gb-rom-i428486750-s2045900698.html?search=1,15,Display: 6.71” HD+ Dot Drop display
Redmi,A04E 3/32 GB,27999,4.1,85.0,77.0,https://www.daraz.pk/products/redmi-note-12-667-inch-display-8gb-ram-128gb-rom-i422415065-s1998747925.html?search=1,1,"6.5' Display, Android 12, 5000 mah battery"
Xiaomi,Xiaomi 13T 12GB RAM-256GB ROM Flat display -,165999,4.0,89.0,93.0,https://www.daraz.pk/products/8gb-12s-256gb-5000mah-i433403645-s2080670904.html?search=1,79,Leica main camera 1/1.28” sensor size 50MP
Redmi,"Redmi Note 12 Pro , 8GB Ram 256GB",88999,4.5,90.0,71.0,https://www.daraz.pk/products/4gb-4gb-10c-128gb-66-ips-90hz-5000-mah-18w-i423152535-s2045830936.html?search=1,103,"BuildOSAndroid 13 OS UIMIU1 13 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsGray, Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Tecno,Tecno Camon 20 Pro 8GB 256GB | 64-megapixel,61999,5.0,0.0,100.0,https://www.daraz.pk/products/10-12gb-wach-1-000-gb-2020-mah-pta-i437003747-s2101870795.html?search=1,53,High-Resolution Camera Setup:Triple camera setup with a 64-megapixel primary camera for detailed photos.
Nokia,"Nokia C31 Smartphone with 6.75"" HD+ Display and",33999,5.0,93.0,84.0,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429687998-s2046482069.html?search=1,21,"6.7” HD+ display: Bigger view of the things you love. Wherever, whenever."
ZTE,ZTE Blade A52 - 4GB RAM - 64GB,20399,0.0,89.0,47.0,https://www.daraz.pk/products/7-128gb-8gb-5000mah-652-pta-i437983553-s2118069843.html?search=1,139,PTA Approved
Tecno,Tecno Pova 5 Pro 5G 8GB Ram 256GB,58599,4.8,91.0,75.0,https://www.daraz.pk/products/4gb-4gb-64gb-2023-mah-i421943388-s1995952695.html?search=1,54,"BuildOSAndroid 13 OS UIHIOS 13 Dimensions168.5 x 76.5 x 9 mm Weight220 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsDark Illusion, Silver Fantasy, Free Fire Edition Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Samsung,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA,34499,0.0,0.0,100.0,https://www.daraz.pk/products/v60-lg-8-gb-128gb-pta-650-mp-5000-mah-i437008683-s2101879721.html?search=1,10,"General Featuresphone system active phoneSIM SupportSingle SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.4 x 76.3 x 9.1 mmPhone Weight192 gOperating SystemAndroid 12, One UI Core 4.1DisplayScreen Size6.5 inchesScreen Resolution720 x 1600 pixelsScreen TypePLS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory64GBRAM4/GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessor2.35 Ghz Octa CoreBatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCNo"
Samsung,Samsung Galaxy A14 6GB-128GB ROM PTA APPROVED OFFICIAL,54999,4.6,87.0,98.0,https://www.daraz.pk/products/itel-s23-66-hd-display-up-to-16128gb-storage-with-memory-fusion-color-changing-design-50-mp-ai-camera-i424775876-s2012509103.html?search=1,114,Processor2GHz
ZTE,ZTE Blade A52 || 4GB Ram 64GB Rom,19999,4.8,96.0,68.0,https://www.daraz.pk/products/30-8gb-8gb-16gb-256gb-5000-mah-i428410536-s2037419674.html?search=1,40,"General FeaturesRelease Date2022-11-30SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168 x 77.5 x 9.4 mmPhone Weight214 gOperating SystemAndroid 11DisplayScreen Size6.52 inchesScreen Resolution720 x 1600 pixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory64 GBRAM4 GBCard SlotmicroSDXCPerformanceProcessorUnisoc SC9863AGPUIMG8322BatteryTypeLi-Ion 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightNoFront Video Recording720p@30fpsBack Flash LightYesBack Camera13 MP + 2 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCYes (market/region dependent)"
Infinix,Infinix Hot 30 - 8GB RAM - 128GB,37999,4.4,85.0,0.0,https://www.daraz.pk/products/64gb4gb-xz3-uk-pta-i202390353-s1959805214.html?search=1,117,PTA APPROVED
VGO,VGO TEL New 7 || 1GB Ram 16GB,9999,5.0,91.0,75.0,https://www.daraz.pk/products/5g-a54-8gb-8gb-256gb-5000mah-i433354188-s2077723658.html?search=1,44,General FeaturesRelease Date2021-11-10SIM SupportDual SIMPhone DimensionsN/APhone WeightN/AOperating SystemAndroid 8.1 (Go Edition)DisplayScreen Size5.0 InchesScreen ResolutionN/AScreen TypeIPS LCD DisplayScreen ProtectionN/AMemoryInternal Memory16 GBRAM1 GBCard SlotmicroSD (Supports upto 32GB)PerformanceProcessorN/AGPUN/ABatteryTypeLi-Po 2000 mAhCameraFront Camera2 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera5 MPBack Video RecordingYesConnectivityBluetoothYes3GNo4G/LTENo5GNoRadioYesWiFiYesNFCNo
Oppo,"[Phone Only] Oppo A57 - 5.2"" HD Display",13999,4.9,91.0,75.0,https://www.daraz.pk/products/7-4gb-64gb-5000mah-i419531642-s1984081549.html?search=1,105,"KIT Only (Charger, Box, and Accessories Not Included)"
Redmi,Redmi 12 - 8GB RAM 128GB ROM -,44999,5.0,94.0,63.0,https://www.daraz.pk/products/30-4gb-64gb-16mp-6000mah-18-i432095802-s2064256391.html?search=1,129,IPS LCD
Samsung,"Samsung Galaxy A33 5G - 6.4"" Inch Display",99999,4.7,92.0,34.0,https://www.daraz.pk/products/vivo-y02t-4gb-ram-64gb-rom-651-display-5000mah-battery-i427279605-s2028398545.html?search=1,105,1 Year Brand Warranty
Tecno,Tecno SPARK 10 PRO 8GB RAM - 128GB,39499,4.3,91.0,100.0,https://www.daraz.pk/products/nokia-c31-smartphone-with-675-hd-display-and-5050-mah-non-removable-battery-4gb-ram-128gb-rom-android-12-os-2-years-quarterly-security-updates-13mp-triple-rear-and-selfie-cameras-pta-approved-i377709677-s1863875966.html?search=1,143,Starry Black/Pearl White/Magic Skin(Black and White) / Magic Magenta
Vnus,Vnus SE 22 || 3GB Ram 64GB Rom,17999,4.8,90.0,71.0,https://www.daraz.pk/products/7-ace-4gb-3gb-64gb-66-hd-ace-5000-mah-10w-i420943912-s1987989151.html?search=1,77,General FeaturesRelease Date2023-02-10SIM SupportDual SIMPhone DimensionsnullPhone WeightnullOperating SystemnullDisplayScreen Size6.6 InchesScreen ResolutionnullScreen TypenullScreen ProtectionnullMemoryInternal Memory64 GBRAM3 GBCard SlotnullPerformanceProcessornullGPUnullBatteryType4500 mAhCameraFront Camera5 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera13 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadionullWiFiYesNFCnull
Tecno,"Tecno Spark Go 2023 , 4GB RAM 64GB",25999,5.0,91.0,75.0,https://www.daraz.pk/products/tecno-camon-20-8gb8gb-ram-256gb-rom-5000mah-battery-in-display-fingerprint-i427916270-s2054994143.html?search=1,141,6.6 inchesDisplay
Xiaomi,"Xiaomi Redmi 12 , 4GB RAM 128GB ROM",38999,4.8,90.0,71.0,https://www.daraz.pk/products/12-8gb-256gb-667-5000-mah-67-i429674904-s2045924192.html?search=1,116,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Apple,Iphone7,28500,3.3,96.0,68.0,https://www.daraz.pk/products/ew12-1gb-2gb-64gb-5000-mah-i425938597-s2030859267.html?search=1,85,Iphone7 32gb
Xiaomi,Xiaomi Redmi Note 12 RAM 8 GB ROM,59880,0.0,89.0,93.0,https://www.daraz.pk/products/2gb-x5-32gb-65-5000mah-i425133239-s2013216692.html?search=1,35,"General FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNoInstallment Plans"
Redmi,"Redmi Note 12 - 6.67"" Inch Display -",50950,5.0,95.0,50.0,https://www.daraz.pk/products/a2-3gb-4gb-65-ips-5000-mah-i432726489-s2103298616.html?search=1,142,1 Year Brand Warranty
Infinix,Infinix Hot 30 8GB Ram 128GB Memory,36490,4.7,91.0,75.0,https://www.daraz.pk/products/12-8gb-256gb-5000mah-i429700273-s2077728217.html?search=1,27,"Infinix Hot 30 detailed specificationsBuildOSAndroid 13 OS UIXOS 12.6 Dimensions168.7 x 76.6 x 8.4 mm Weight196 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsRacing Black, Surfing Green, Sonic White, Free Fire Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Spark,Spark 10 Pro || 8GB Ram 256GB Rom,39999,4.8,85.0,77.0,https://www.daraz.pk/products/realme-narzo-50-656-inch-display-4gb-ram-64gb-rom-i406761791-s1954716410.html?search=1,44,"General FeaturesRelease Date2023-08-22SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone Dimensions164.6 x 76.2 x 8.4mmPhone Weight208 gOperating SystemAndroid13 + HiOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeFHD+HScreen ProtectionN/AMemoryInternal Memory128/ 256 GBRAM8/16 GBCard SlotmicroSD Card, (supports upto 256GB)PerformanceProcessor2.0 Ghz Octa CoreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera32 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + QVGABack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes"
Vivo,"Vivo Y17s - 6.56"" Inch Display - 6GB",43999,0.0,87.0,18.0,https://www.daraz.pk/products/p40-8gb-128gb-13mp-6000mah-i437130262-s2102452715.html?search=1,83,1 Year Brand Warranty
sony,sony Xperia 1 mark 2,46999,5.0,94.0,63.0,https://www.daraz.pk/products/12-4gb-128gb-50-mp-5000mah-i434796121-s2087467438.html?search=1,140,Sony Xperia 1 mark 2 non pta
Tecno,Tecno Camon 20 - 8GB RAM 256GB ROM,49499,4.3,91.0,75.0,https://www.daraz.pk/products/12-8gb-8gb-256-mah-i433024509-s2071826009.html?search=1,65,"pre { white-space: pre-wrap; }• Tecno Camon 20 - 8GB RAM 256GB ROM• 6.67"" AMOLED Display, 5000mAh Battery• 33W Fast Charge, 32MP Selfie Camera• 64 MP + 2MP + AI Cam + Quad Flash• PTA Approved, Fingerprint, Touchscreen, Wifi• Nano Sim Slots x2, E-Warranty included."
Xiaomi,"Xiaomi Poco X5 Pro - 6.67"" Inch FHD+",110750,4.7,95.0,94.0,https://www.daraz.pk/products/30-4-gb-64-gb-8-mp-16-mp-qvga-li-po-6000-mah-i427233504-s2030846651.html?search=1,121,1 Year Brand Warranty
Samsung,Samsung Galaxy A54 5G || 8GB+8GB Ram 256GB,139999,4.0,90.0,71.0,https://www.daraz.pk/products/4gb-a04s-128gb-65-ips-90hz-5000-mah-15-i429661925-s2045886879.html?search=1,56,"General FeaturesRelease Date2023-03-15SIM SupportSingle SIM (Nano-SIM, eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions158.2 x 76.7 x 8.2 mmPhone Weight202 gOperating SystemAndroid 13, One UI 5.1DisplayScreen Size6.4 inchesScreen Resolution1080 x 2340 pixelsScreen TypeSuper AMOLED, 120Hz, HDR10+, 1000 nits (HBM)Screen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorExynos 1380GPUMali-G68 MP5BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera32 MPFront Flash LightNoFront Video Recording4K@30fps, 1080p@30/60fpsBack Flash LightYesBack Camera12MP + 50MP + 5MPBack Video Recording4K@30fps, 1080p@30/60fps, 720p@480fpsConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes (market/region dependent)"
Redmi,"Redmi 12C, 4GB RAM 64GB ROM , 50",25999,4.9,95.0,70.0,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428562717-s2046479537.html?search=1,33,"BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Tecno,Tecno Spark 10 Pro RAM 8 GB ROM,39990,0.0,77.0,87.0,https://www.daraz.pk/products/y81-622-hd-display-dual-sim-6gb-ram-128gb-rom-android-oreo-pta-approved-phone-and-box-only-no-charger-no-accessories-included-i436693426-s2098327886.html?search=1,106,"General FeaturesRelease Date2023-08-22SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone Dimensions164.6 x 76.2 x 8.4mmPhone Weight208 gOperating SystemAndroid13 + HiOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeFHD+HScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSD Card, (supports upto 256GB)PerformanceProcessor2.0 Ghz Octa CoreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera32 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + QVGABack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYesInstallment Plans"
Infinix,"Infinix Note 30 Pro , 8GB RAM 256GB",69999,4.6,85.0,77.0,https://www.daraz.pk/products/infinix-smart-7-hd-66-inch-display-2gb-ram-64gb-rom-i422514574-s1998977011.html?search=1,94,"ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyAMOLED Capacitive Touchscreen, 1B, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) Extra Features120Hz, 900 nits (peak) MemoryBuilt-in256GB Built-in, 8GB RAM, UFS 2.2 CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 108 MP, (wide), 1/1.67"", PDAF + 2 MP, (macro) + 2 MP, (depth), Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30fps) Front32 MP, f/2.0, (wide), 1/2.8"
ZTE,ZTE Blade V30 Vita - 4GB RAM 64GB/128GB,25449,4.8,90.0,71.0,https://www.daraz.pk/products/a2-3gb-4gb-65-ips-5000-mah-i431941132-s2060289933.html?search=1,103,IPS LCD
Redmi,Redmi Note 12 Pro - 8GB Ram 256GB,88999,0.0,91.0,75.0,https://www.daraz.pk/products/x5-5g-wach-8gb-256gb-wach-5000mah-i432534350-s2064853630.html?search=1,132,"General FeaturesRelease Date2023-08-14SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.20 x 76.1 x 8.12 mmPhone Weight201.8 gOperating SystemMIUI 13, based on Android 11DisplayScreen Size6.67 InchesScreen Resolution2400 x 1080Screen TypeFHD+ AMOLED DotDisplayScreen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM8 GBCard SlotExpandable storage up to 1TBPerformanceProcessorSnapdragon® 732G Octa-core CPU, up to 2.2GHzGPUQualcomm® Adreno™ 618BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightNoFront Video Recording1080p 1920x1080 | 30fps 720p 1280x720 | 30fpsBack Flash LightYesBack Camera108 MP + 08 MP + 02 MPBack Video Recording4K 3840x2160 | 30fps 1080p 1920x1080 | 60fps 1080p 1920x1080 | 30fps 720p 1280x720 | 30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCYes (market/region dependent)"
Motorola,Motorola edge plus 2020 | 12gb ram |,79999,5.0,91.0,88.0,https://www.daraz.pk/products/zte-4gb-a52-64gb-652-ips-lcd-5000mah-i433945977-s2081900483.html?search=1,104,Display:
INFINIX,INFINIX SMART 7 4GB RAM 64GB ROM ||,25399,2.3,77.0,87.0,https://www.daraz.pk/products/oppo-a37-50-hd-display-2gb-ram-16gb-rom-dual-sim-4g-pta-approved-phone-and-box-onlyno-charger-no-accessories-included-mix-color-i436693382-s2098325924.html?search=1,96,"DETAILS OF INFINIX SMART 7 4GB RAM 64GB ROM.Infinix is near to launch Smart 7 series of smartphones and it has been suggested that the devices may be launched in the upcoming months of this year, based on recent leaks.Then let's move on to the latest features of the Infinix Smart 7.Topping the list of features is a dual-lens camera setup, a 6.6-inch full-HD+ display, and a massive 6000 mAh battery with fast charging.In light of the fact that the smartphone might be launched with a massive 6000mAh battery pack, it is likely that users of this phone will be able to use it all day long on a single charge.Furthermore this Infinix Smart 7's a powerful Helio A22 SoC chipset with a couple of Octa-core CPUs.A dedicated memory card slot will enable users to expand the cell phone's memory up to 256GB in addition to the smartphone's 64GB of internal storage."
Google,Google Pixel 4A 5G - 6GB RAM -,62500,4.7,92.0,85.0,https://www.daraz.pk/products/sparx-neo-7-plus-4-gb-ram-64-gb-rom-13mp-camera-5000mah-battery-pta-approved-1year-brand-warranty-i429414221-s2053918040.html?search=1,46,✅ 6.2 inches Display
Samsung,"Samsung Galaxy A13 - 6.6"" Inch display -",43499,5.0,94.0,100.0,https://www.daraz.pk/products/4gb-12c-128gb-pta-1-i424387894-s2010688930.html?search=1,87,"Samsung Galaxy A13 - 6.6"" Inch display - 4GB RAM"
Xiaomi,"Xiaomi 13T , 12GB RAM 256GB ROM ,",179999,0.0,0.0,66.0,https://www.daraz.pk/products/8-8gb-128gb-i434672502-s2088087301.html?search=1,55,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions162.2 x 75.7 x 8.5 mm Weight193 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsAlpine Blue, Meadow Green, Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Sparx,Sparx Neo 5 Pro - 2GB RAM 32GB,19999,0.0,85.0,77.0,https://www.daraz.pk/products/apple-iphone-14-pro-max-67-inch-display-jv-sim-lock-i438064767-s2118875981.html?search=1,103,PTA Approved
Sparx,Sparx Neo 7 Plus || 4 Gb RAM,23299,5.0,88.0,95.0,https://www.daraz.pk/products/10-8gb-128gb-50-mp-i432048417-s2094334659.html?search=1,94,"Sparx Neo 7 Plus (64GB + 4GB) Brand Sparx Mobile Phones Features Bluetooth Mobiles, Camera Mobiles, Dual Sim Phones, FM Radio Mobiles, Memory Card, MP3 Playback, Video Recording, Wireless LAN OS Android Phones Price Range Rs. 15,000 - Rs. 25,000 Camera Features 8 MP Mobiles Specifications and Features of Sparx Neo 7 Plus(64GB + 4GB) Dimension 168. x 77.7 x 9.2mm Weight N/A Battery Non-removable Li-Po 5000 mAh Battery 18W Micro USB 1.5A Charger OS Android 12 (Go edition) Memory 64MB built-in, 4GB Ram MicroSD card support up to 128GB Processor Octa-core Processor Connectivity Bluetooth 5.0, A2DP, LE USB microUSB 2.0, ,WLAN (Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot), GPRS, EDGE, 3G HSPA, 4G LTE Display Size 6.56 inches, Sensors Fingerprint (side-mounted), accelerometer, proximity Display Colours IPS LCD capacitive touchscreen, 16M colors 720 x 1600 pixels Operating Frequency SIM1: GSM 850 / 900 / 1800 / 1900 SIM2: GSM 850 / 900 / 1800 / 1900 Browser HTML5 Body Colours Black , Blue Entertainment FM Radio, 3.5mm audio jack, MP4/H.263/H.264/WMV player, MP3/eAAC+/WMA/WAV player, YouTube, Google Talk, Games (built-in + downloadable) Camera Dual : 13MP, 0.08M PAF LED flash, HDR, panorama Video Front Camera 8MP Ring Tones MP3, WAV ringtones Messaging SMS(threaded view), MMS, Email, Push Mail, IM Other Features GPS Yes, with A-GPS Dual SIM + Micro Sim, dual stand-by), Photo/video editor, Document viewer, Google Search, Maps, Gmail, Document viewer, Speakerphone"
HONOR,"HONOR X6 Mobile Phone, 6.5 Inch Dual SIM",34999,4.3,94.0,63.0,https://www.daraz.pk/products/4gb-10c-128gb-16-mp-5000mah-i432435212-s2064546801.html?search=1,72,PTA Approved
Infinix,"Infinix Note 30 , 8GB RAM 256GB ROM",46999,0.0,90.0,71.0,https://www.daraz.pk/products/4gb-a05s-64gb-66-ips-4000mah-c-i436114926-s2094531455.html?search=1,73,"ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)"
Samsung,"Samsung A54 5G - 6.4"" Inch Display -",134999,4.5,93.0,71.0,https://www.daraz.pk/products/12-8gb-128gb-pta-1-i429486844-s2043854263.html?search=1,47,1 Year Brand Warranty
Infinix,Infinix Note 30 RAM 8 GB ROM 256,47980,0.0,96.0,68.0,https://www.daraz.pk/products/y17s-6gb-6gb-128gb-5000-mah-i434251857-s2082781703.html?search=1,127,"BuildOSAndroid 13 OS UIXOS Dimensions168.6 x 76.6 x 8.6 mm Weight219 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsObsidian Black, Interstellar Blue, Sunset Gold Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
